DETAILED DATABASE

+--------+---------------------------+---------------------------+------+------+----------------------------------------------------------------------------------------------------------------------------------+---------+---------+---------+-------------+------------+------+------+----------+---------+---------+---------+-------------+------------+------+------+----------+---------+
|  ROLL  |            NAME           |        FATHER_NAME        | SEM1 | SEM2 |                                                             PENDING1                                                             | STATUS1 | SEM1_CO | SEM2_CO | PENDING1_CO | STATUS1_CO | SEM3 | SEM4 | PENDING2 | STATUS2 | SEM3_CO | SEM4_CO | PENDING2_CO | STATUS2_CO | SEM5 | SEM6 | PENDING3 | STATUS3 |
| 14523  |       HARSHIT GUPTA       |     JAI BHAGWAN GUPTA     | 827  | 802  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 847  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14524  |       HRISHABH JAIN       |      AMOD KUMAR JAIN      | 866  | 858  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 873  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14525  |     JOGINDER PAL SINGH    |         ROHAN LAL         | 774  | 736  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 773  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14526  |           KAMESH          |       RAMSHANKAR PAL      | 686  | 761  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 770  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14527  |     MARUTENDRA MISHRA     |     OM PRAKASH MISHRA     | 675  | 703  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 780  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14528  |        MAYANK GUPTA       |      ANIL KUMAR GUPTA     | 857  | 889  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 852  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14529  |       MOHD ASIF KHAN      |     MOHD FAROOQUE KHAN    | 806  | 805  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 814  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14530  |      MUKESH KUSHWAHA      |     ANIRUDHA KUSHWAHA     | 787  | 760  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 789  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14531  |        NIKHIL YADAV       |    NARENDRA SINGH YADAV   | 745  | 762  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 695  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14532  |     PRANEETA B. SACHAN    |       PRAHLAD SACHAN      | 799  | 820  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 809  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
| 14533  |    PRASHANT KUMAR YADAV   |    VIJAY BAHADUR YADAV    | 752  | 773  |                                                               NONE                                                               |   PASS  |    -    |    -    |      -      |     -      | 793  |  -   |    -     |    -    |    -    |    -    |      -      |     -      |  -   |  -   |    -     |    -    |
